Game,Month,Day,Year,Num1,Num2,Num3,Num4,Bonus
Texas Two Step,5,18,2001,9,10,22,13,1
Texas Two Step,5,22,2001,30,34,23,4,13
Texas Two Step,5,25,2001,3,29,18,33,17
Texas Two Step,5,29,2001,23,35,28,17,20
Texas Two Step,6,1,2001,16,11,28,4,31
Texas Two Step,6,5,2001,32,4,28,34,20
Texas Two Step,6,8,2001,4,3,33,2,29
Texas Two Step,6,12,2001,21,10,31,6,21
Texas Two Step,6,15,2001,7,24,25,20,35
Texas Two Step,6,19,2001,30,25,16,23,25
Texas Two Step,6,22,2001,21,20,31,8,4
Texas Two Step,6,26,2001,23,3,17,28,22
Texas Two Step,6,29,2001,33,30,9,15,28
Texas Two Step,7,3,2001,26,27,11,8,11
Texas Two Step,7,6,2001,14,4,6,2,35
Texas Two Step,7,10,2001,12,22,32,18,2
Texas Two Step,7,13,2001,32,23,19,14,9
Texas Two Step,7,17,2001,6,27,20,9,29
Texas Two Step,7,20,2001,16,10,12,35,11
Texas Two Step,7,24,2001,18,1,16,19,5
Texas Two Step,7,27,2001,21,30,2,33,6
Texas Two Step,7,31,2001,30,17,11,16,33
Texas Two Step,8,3,2001,12,8,11,2,20
Texas Two Step,8,7,2001,28,9,3,11,24
Texas Two Step,8,10,2001,8,17,16,18,35
Texas Two Step,8,14,2001,9,3,19,30,19
Texas Two Step,8,17,2001,15,18,5,1,15
Texas Two Step,8,21,2001,3,31,7,2,20
Texas Two Step,8,24,2001,11,26,27,22,21
Texas Two Step,8,28,2001,32,26,28,9,3
Texas Two Step,8,31,2001,16,32,2,34,13
Texas Two Step,9,4,2001,25,11,1,17,17
Texas Two Step,9,7,2001,28,14,26,5,24
Texas Two Step,9,11,2001,8,16,17,9,35
Texas Two Step,9,14,2001,22,17,3,31,5
Texas Two Step,9,18,2001,25,9,19,18,10
Texas Two Step,9,21,2001,1,5,25,24,7
Texas Two Step,9,25,2001,9,6,4,35,32
Texas Two Step,9,28,2001,22,14,29,5,11
Texas Two Step,10,2,2001,2,30,20,6,13
Texas Two Step,10,5,2001,28,34,25,22,32
Texas Two Step,10,9,2001,3,27,25,14,13
Texas Two Step,10,12,2001,33,17,28,6,16
Texas Two Step,10,16,2001,33,2,18,15,9
Texas Two Step,10,19,2001,18,17,12,23,6
Texas Two Step,10,23,2001,30,15,33,34,31
Texas Two Step,10,26,2001,4,25,27,23,16
Texas Two Step,10,30,2001,6,20,16,17,23
Texas Two Step,11,2,2001,31,16,23,35,11
Texas Two Step,11,6,2001,31,28,25,12,6
Texas Two Step,11,9,2001,1,15,14,35,24
Texas Two Step,11,13,2001,26,17,24,18,32
Texas Two Step,11,16,2001,18,11,10,26,15
Texas Two Step,11,20,2001,34,11,21,33,35
Texas Two Step,11,23,2001,18,8,21,4,19
Texas Two Step,11,27,2001,3,17,12,18,5
Texas Two Step,11,30,2001,8,26,3,20,14
Texas Two Step,12,4,2001,9,10,7,32,34
Texas Two Step,12,7,2001,3,8,17,27,20
Texas Two Step,12,11,2001,26,3,6,21,33
Texas Two Step,12,14,2001,12,16,29,11,33
Texas Two Step,12,18,2001,34,25,28,10,28
Texas Two Step,12,21,2001,1,3,20,5,30
Texas Two Step,12,25,2001,17,22,2,14,19
Texas Two Step,12,28,2001,27,2,24,18,17
Texas Two Step,1,1,2002,8,23,25,15,25
Texas Two Step,1,4,2002,16,22,28,19,7
Texas Two Step,1,8,2002,30,18,15,22,28
Texas Two Step,1,11,2002,24,30,3,2,3
Texas Two Step,1,15,2002,32,24,3,19,26
Texas Two Step,1,18,2002,22,23,27,11,32
Texas Two Step,1,22,2002,24,29,18,32,6
Texas Two Step,1,25,2002,35,3,24,29,9
Texas Two Step,1,29,2002,34,3,1,17,5
Texas Two Step,2,1,2002,18,10,29,16,2
Texas Two Step,2,5,2002,14,29,13,26,16
Texas Two Step,2,8,2002,35,7,16,33,10
Texas Two Step,2,12,2002,18,21,16,17,5
Texas Two Step,2,15,2002,27,25,23,32,25
Texas Two Step,2,19,2002,33,4,10,23,25
Texas Two Step,2,22,2002,35,3,33,18,15
Texas Two Step,2,26,2002,11,33,23,31,18
Texas Two Step,3,1,2002,8,7,35,6,3
Texas Two Step,3,5,2002,5,29,35,31,18
Texas Two Step,3,8,2002,11,33,32,28,20
Texas Two Step,3,12,2002,35,20,5,26,2
Texas Two Step,3,15,2002,3,14,30,21,12
Texas Two Step,3,19,2002,22,26,29,34,22
Texas Two Step,3,22,2002,6,19,25,4,32
Texas Two Step,3,26,2002,27,2,17,28,16
Texas Two Step,3,29,2002,6,28,12,20,34
Texas Two Step,4,2,2002,19,20,5,3,32
Texas Two Step,4,5,2002,2,25,5,30,3
Texas Two Step,4,9,2002,13,5,1,10,22
Texas Two Step,4,12,2002,10,8,12,16,33
Texas Two Step,4,16,2002,28,13,7,32,6
Texas Two Step,4,19,2002,20,22,18,13,19
Texas Two Step,4,23,2002,9,15,4,27,33
Texas Two Step,4,26,2002,4,12,3,19,23
Texas Two Step,4,30,2002,17,3,18,14,3
Texas Two Step,5,3,2002,14,26,4,6,28
Texas Two Step,5,7,2002,22,21,26,33,27
Texas Two Step,5,10,2002,20,19,35,31,23
Texas Two Step,5,14,2002,26,27,16,25,21
Texas Two Step,5,17,2002,12,27,34,25,2
Texas Two Step,5,21,2002,14,34,23,1,10
Texas Two Step,5,24,2002,18,31,5,14,8
Texas Two Step,5,28,2002,28,5,21,10,15
Texas Two Step,5,31,2002,35,33,11,6,9
Texas Two Step,6,4,2002,23,10,20,30,3
Texas Two Step,6,7,2002,33,9,28,12,15
Texas Two Step,6,11,2002,30,20,32,33,18
Texas Two Step,6,14,2002,6,32,9,13,21
Texas Two Step,6,18,2002,13,24,20,11,20
Texas Two Step,6,21,2002,10,35,9,15,4
Texas Two Step,6,25,2002,10,35,16,6,23
Texas Two Step,6,28,2002,3,30,4,28,1
Texas Two Step,7,2,2002,11,30,7,12,13
Texas Two Step,7,5,2002,26,6,19,18,11
Texas Two Step,7,9,2002,29,13,19,8,30
Texas Two Step,7,12,2002,25,3,4,33,25
Texas Two Step,7,16,2002,22,23,19,7,17
Texas Two Step,7,19,2002,16,21,12,20,19
Texas Two Step,7,23,2002,13,14,30,35,19
Texas Two Step,7,26,2002,18,34,30,27,2
Texas Two Step,7,30,2002,12,28,17,18,18
Texas Two Step,8,2,2002,35,31,27,17,20
Texas Two Step,8,6,2002,15,25,35,23,18
Texas Two Step,8,9,2002,29,5,15,4,4
Texas Two Step,8,13,2002,20,33,31,13,7
Texas Two Step,8,16,2002,12,3,7,34,10
Texas Two Step,8,20,2002,26,30,3,22,29
Texas Two Step,8,23,2002,29,28,11,25,25
Texas Two Step,8,27,2002,26,35,31,33,8
Texas Two Step,8,30,2002,21,11,6,31,6
Texas Two Step,9,3,2002,12,3,35,33,17
Texas Two Step,9,6,2002,31,6,7,14,2
Texas Two Step,9,10,2002,7,28,23,10,12
Texas Two Step,9,13,2002,17,35,33,15,20
Texas Two Step,9,17,2002,6,24,16,29,7
Texas Two Step,9,20,2002,10,5,30,24,29
Texas Two Step,9,24,2002,15,22,16,19,4
Texas Two Step,9,27,2002,15,16,22,30,22
Texas Two Step,10,1,2002,25,33,15,30,30
Texas Two Step,10,4,2002,28,7,34,22,30
Texas Two Step,10,8,2002,1,8,18,5,17
Texas Two Step,10,11,2002,23,34,4,16,5
Texas Two Step,10,15,2002,18,9,24,16,15
Texas Two Step,10,18,2002,35,19,8,15,5
Texas Two Step,10,22,2002,5,7,30,26,35
Texas Two Step,10,25,2002,1,9,19,27,24
Texas Two Step,10,29,2002,9,13,3,32,7
Texas Two Step,11,1,2002,18,10,6,30,28
Texas Two Step,11,5,2002,7,33,2,19,32
Texas Two Step,11,8,2002,34,15,7,12,11
Texas Two Step,11,12,2002,11,14,9,13,1
Texas Two Step,11,15,2002,28,10,13,23,13
Texas Two Step,11,19,2002,18,15,21,28,29
Texas Two Step,11,22,2002,16,4,2,13,17
Texas Two Step,11,26,2002,30,25,33,4,9
Texas Two Step,11,29,2002,30,23,33,5,13
Texas Two Step,12,3,2002,32,27,2,25,17
Texas Two Step,12,6,2002,7,8,10,2,25
Texas Two Step,12,10,2002,22,16,33,4,10
Texas Two Step,12,13,2002,8,10,27,7,30
Texas Two Step,12,17,2002,4,30,16,26,33
Texas Two Step,12,20,2002,4,9,20,24,20
Texas Two Step,12,24,2002,12,24,3,7,19
Texas Two Step,12,27,2002,26,4,22,3,29
Texas Two Step,12,31,2002,13,30,2,31,32
Texas Two Step,1,3,2003,23,18,14,24,27
Texas Two Step,1,7,2003,2,34,13,23,13
Texas Two Step,1,10,2003,4,32,10,17,24
Texas Two Step,1,14,2003,23,20,30,18,31
Texas Two Step,1,17,2003,27,22,11,18,9
Texas Two Step,1,21,2003,15,20,4,33,11
Texas Two Step,1,24,2003,26,3,5,9,20
Texas Two Step,1,28,2003,24,11,5,1,7
Texas Two Step,1,31,2003,9,28,30,19,30
Texas Two Step,2,4,2003,27,19,12,21,24
Texas Two Step,2,7,2003,25,10,24,31,14
Texas Two Step,2,11,2003,8,35,7,16,26
Texas Two Step,2,14,2003,13,27,6,7,23
Texas Two Step,2,18,2003,29,21,12,11,31
Texas Two Step,2,21,2003,28,14,34,23,4
Texas Two Step,2,25,2003,15,26,29,30,28
Texas Two Step,2,28,2003,19,20,21,1,12
Texas Two Step,3,4,2003,19,10,7,16,32
Texas Two Step,3,7,2003,29,22,26,30,4
Texas Two Step,3,11,2003,2,34,7,30,33
Texas Two Step,3,14,2003,32,35,17,23,17
Texas Two Step,3,18,2003,32,25,23,1,3
Texas Two Step,3,21,2003,28,10,24,35,26
Texas Two Step,3,25,2003,27,33,4,12,24
Texas Two Step,3,28,2003,30,8,29,5,29
Texas Two Step,4,1,2003,13,4,6,29,13
Texas Two Step,4,4,2003,35,31,23,3,4
Texas Two Step,4,8,2003,15,28,20,32,30
Texas Two Step,4,11,2003,29,7,18,21,17
Texas Two Step,4,15,2003,20,29,23,26,27
Texas Two Step,4,18,2003,10,3,31,34,22
Texas Two Step,4,22,2003,25,8,30,12,2
Texas Two Step,4,25,2003,9,10,5,7,34
Texas Two Step,4,29,2003,10,11,25,3,35
Texas Two Step,5,2,2003,34,16,8,29,21
Texas Two Step,5,6,2003,7,29,30,14,23
Texas Two Step,5,9,2003,7,5,9,14,25
Texas Two Step,5,13,2003,22,4,13,21,31
Texas Two Step,5,16,2003,15,35,20,25,30
Texas Two Step,5,20,2003,24,34,16,30,11
Texas Two Step,5,23,2003,1,27,24,14,7
Texas Two Step,5,27,2003,34,9,27,11,25
Texas Two Step,5,30,2003,21,33,2,1,11
Texas Two Step,6,3,2003,2,20,6,17,2
Texas Two Step,6,6,2003,22,13,33,26,25
Texas Two Step,6,10,2003,12,1,9,20,24
Texas Two Step,6,13,2003,21,26,11,1,28
Texas Two Step,6,17,2003,3,26,20,17,11
Texas Two Step,6,20,2003,17,3,10,24,17
Texas Two Step,6,24,2003,14,23,24,18,18
Texas Two Step,6,27,2003,22,4,7,10,17
Texas Two Step,7,1,2003,35,1,13,12,17
Texas Two Step,7,4,2003,31,10,35,19,23
Texas Two Step,7,8,2003,21,32,16,1,23
Texas Two Step,7,11,2003,34,6,1,11,19
Texas Two Step,7,15,2003,25,10,32,26,21
Texas Two Step,7,18,2003,33,10,31,15,2
Texas Two Step,7,22,2003,12,15,6,23,15
Texas Two Step,7,25,2003,35,31,3,9,31
Texas Two Step,7,29,2003,10,7,17,28,10
Texas Two Step,8,1,2003,7,11,33,20,4
Texas Two Step,8,5,2003,19,10,1,35,25
Texas Two Step,8,8,2003,16,31,30,1,13
Texas Two Step,8,12,2003,17,11,35,23,26
Texas Two Step,8,15,2003,35,7,28,34,1
Texas Two Step,8,19,2003,24,6,9,15,26
Texas Two Step,8,22,2003,11,28,24,31,21
Texas Two Step,8,26,2003,5,21,24,25,29
Texas Two Step,8,29,2003,26,12,29,27,26
Texas Two Step,9,2,2003,27,16,34,9,31
Texas Two Step,9,5,2003,1,8,16,25,9
Texas Two Step,9,9,2003,24,15,16,22,29
Texas Two Step,9,12,2003,26,6,12,35,2
Texas Two Step,9,16,2003,9,32,10,6,9
Texas Two Step,9,19,2003,19,6,5,14,4
Texas Two Step,9,23,2003,29,32,1,19,12
Texas Two Step,9,26,2003,10,2,20,19,8
Texas Two Step,9,30,2003,12,26,27,25,7
Texas Two Step,10,3,2003,1,16,34,11,16
Texas Two Step,10,7,2003,34,11,5,19,20
Texas Two Step,10,10,2003,30,31,32,13,29
Texas Two Step,10,14,2003,22,16,25,20,8
Texas Two Step,10,17,2003,4,32,18,29,16
Texas Two Step,10,21,2003,21,27,12,6,32
Texas Two Step,10,24,2003,5,21,13,24,28
Texas Two Step,10,28,2003,11,19,27,30,17
Texas Two Step,10,31,2003,33,35,6,7,17
Texas Two Step,11,4,2003,24,6,14,22,22
Texas Two Step,11,7,2003,11,33,28,1,20
Texas Two Step,11,11,2003,26,34,14,17,6
Texas Two Step,11,14,2003,27,19,26,28,12
Texas Two Step,11,18,2003,26,20,4,31,10
Texas Two Step,11,21,2003,4,31,10,2,15
Texas Two Step,11,25,2003,5,31,22,1,17
Texas Two Step,11,28,2003,26,29,19,23,11
Texas Two Step,12,2,2003,20,16,11,24,6
Texas Two Step,12,5,2003,30,4,32,13,29
Texas Two Step,12,9,2003,11,6,1,29,33
Texas Two Step,12,12,2003,10,13,35,14,26
Texas Two Step,12,16,2003,35,34,3,25,17
Texas Two Step,12,19,2003,25,12,32,31,16
Texas Two Step,12,23,2003,32,21,9,6,20
Texas Two Step,12,26,2003,2,32,12,10,10
Texas Two Step,12,30,2003,13,23,10,26,17
Texas Two Step,1,2,2004,17,26,10,9,34
Texas Two Step,1,6,2004,17,29,2,34,2
Texas Two Step,1,9,2004,11,20,4,3,23
Texas Two Step,1,13,2004,7,21,24,8,9
Texas Two Step,1,16,2004,20,24,33,29,6
Texas Two Step,1,20,2004,29,5,24,22,34
Texas Two Step,1,23,2004,15,22,1,11,32
Texas Two Step,1,27,2004,6,31,10,15,9
Texas Two Step,1,30,2004,17,30,27,2,33
Texas Two Step,2,3,2004,7,13,6,14,2
Texas Two Step,2,6,2004,7,30,3,4,2
Texas Two Step,2,10,2004,32,10,26,19,3
Texas Two Step,2,13,2004,9,18,2,14,24
Texas Two Step,2,17,2004,26,4,14,12,20
Texas Two Step,2,20,2004,17,6,23,8,29
Texas Two Step,2,24,2004,26,34,7,15,20
Texas Two Step,2,27,2004,10,14,35,3,31
Texas Two Step,3,2,2004,4,8,26,10,34
Texas Two Step,3,5,2004,21,15,28,14,25
Texas Two Step,3,9,2004,15,5,4,22,13
Texas Two Step,3,12,2004,17,5,32,31,20
Texas Two Step,3,16,2004,8,30,2,18,25
Texas Two Step,3,19,2004,15,2,6,21,1
Texas Two Step,3,23,2004,11,32,4,19,35
Texas Two Step,3,26,2004,25,20,9,7,6
Texas Two Step,3,30,2004,23,27,12,7,33
Texas Two Step,4,2,2004,26,16,11,21,11
Texas Two Step,4,6,2004,25,19,15,7,29
Texas Two Step,4,9,2004,6,1,14,4,8
Texas Two Step,4,13,2004,23,2,18,30,1
Texas Two Step,4,16,2004,28,6,24,5,31
Texas Two Step,4,20,2004,1,11,2,27,13
Texas Two Step,4,23,2004,31,30,15,20,20
Texas Two Step,4,27,2004,6,25,13,35,34
Texas Two Step,4,30,2004,34,19,15,1,26
Texas Two Step,5,4,2004,27,17,31,30,4
Texas Two Step,5,7,2004,31,20,18,2,5
Texas Two Step,5,11,2004,8,35,24,21,26
Texas Two Step,5,14,2004,27,33,6,17,35
Texas Two Step,5,18,2004,32,4,3,5,23
Texas Two Step,5,21,2004,22,19,23,33,11
Texas Two Step,5,25,2004,15,34,17,24,14
Texas Two Step,5,28,2004,10,11,16,27,28
Texas Two Step,6,1,2004,12,16,13,26,32
Texas Two Step,6,4,2004,17,8,24,3,24
Texas Two Step,6,8,2004,9,22,28,7,10
Texas Two Step,6,11,2004,31,33,12,25,15
Texas Two Step,6,15,2004,15,24,16,17,4
Texas Two Step,6,18,2004,26,18,5,6,3
Texas Two Step,6,22,2004,22,21,18,14,19
Texas Two Step,6,25,2004,13,8,11,1,33
Texas Two Step,6,28,2004,15,7,14,11,31
Texas Two Step,7,1,2004,30,34,29,18,26
Texas Two Step,7,5,2004,35,14,23,27,19
Texas Two Step,7,8,2004,16,29,23,35,3
Texas Two Step,7,12,2004,20,31,28,9,1
Texas Two Step,7,15,2004,9,22,27,3,28
Texas Two Step,7,19,2004,25,13,33,12,15
Texas Two Step,7,22,2004,23,4,28,1,27
Texas Two Step,7,26,2004,24,25,33,6,9
Texas Two Step,7,29,2004,20,28,15,22,1
Texas Two Step,8,2,2004,33,3,27,32,26
Texas Two Step,8,5,2004,30,13,31,20,19
Texas Two Step,8,9,2004,19,23,8,35,18
Texas Two Step,8,12,2004,1,35,28,2,3
Texas Two Step,8,16,2004,25,10,27,7,8
Texas Two Step,8,19,2004,33,19,9,21,32
Texas Two Step,8,23,2004,1,35,24,18,23
Texas Two Step,8,26,2004,24,31,18,1,28
Texas Two Step,8,30,2004,11,9,19,16,32
Texas Two Step,9,2,2004,8,20,23,30,15
Texas Two Step,9,6,2004,30,16,32,17,19
Texas Two Step,9,9,2004,3,6,31,32,26
Texas Two Step,9,13,2004,22,8,35,11,17
Texas Two Step,9,16,2004,31,13,4,15,34
Texas Two Step,9,20,2004,16,24,4,2,28
Texas Two Step,9,23,2004,16,28,20,33,16
Texas Two Step,9,27,2004,29,19,10,2,21
Texas Two Step,9,30,2004,27,7,32,19,19
Texas Two Step,10,4,2004,24,18,4,13,22
Texas Two Step,10,7,2004,4,27,34,1,3
Texas Two Step,10,11,2004,31,20,6,24,1
Texas Two Step,10,14,2004,34,2,12,24,5
Texas Two Step,10,18,2004,9,18,35,26,14
Texas Two Step,10,21,2004,34,27,3,14,28
Texas Two Step,10,25,2004,32,1,28,5,35
Texas Two Step,10,28,2004,1,34,26,8,6
Texas Two Step,11,1,2004,30,5,1,34,27
Texas Two Step,11,4,2004,4,33,35,27,23
Texas Two Step,11,8,2004,22,5,14,34,17
Texas Two Step,11,11,2004,24,2,3,19,29
Texas Two Step,11,15,2004,11,5,20,17,10
Texas Two Step,11,18,2004,17,1,9,33,1
Texas Two Step,11,22,2004,16,25,12,30,15
Texas Two Step,11,25,2004,17,27,26,4,9
Texas Two Step,11,29,2004,17,25,22,29,15
Texas Two Step,12,2,2004,6,31,27,4,29
Texas Two Step,12,6,2004,24,4,1,19,7
Texas Two Step,12,9,2004,22,27,16,5,26
Texas Two Step,12,13,2004,33,2,12,31,21
Texas Two Step,12,16,2004,2,9,30,32,21
Texas Two Step,12,20,2004,22,19,34,8,25
Texas Two Step,12,23,2004,11,32,23,22,16
Texas Two Step,12,27,2004,6,4,35,18,2
Texas Two Step,12,30,2004,22,25,7,1,31
Texas Two Step,1,3,2005,2,1,30,3,21
Texas Two Step,1,6,2005,10,26,4,29,19
Texas Two Step,1,10,2005,29,6,10,25,10
Texas Two Step,1,13,2005,20,7,1,16,4
Texas Two Step,1,17,2005,24,1,17,8,21
Texas Two Step,1,20,2005,7,21,25,10,34
Texas Two Step,1,24,2005,2,6,5,32,26
Texas Two Step,1,27,2005,31,29,8,14,22
Texas Two Step,1,31,2005,12,32,3,27,9
Texas Two Step,2,3,2005,10,5,24,15,17
Texas Two Step,2,7,2005,10,11,16,28,17
Texas Two Step,2,10,2005,7,17,11,15,25
Texas Two Step,2,14,2005,30,24,32,26,11
Texas Two Step,2,17,2005,29,35,11,19,5
Texas Two Step,2,21,2005,2,9,16,27,33
Texas Two Step,2,24,2005,11,5,23,22,22
Texas Two Step,2,28,2005,26,6,21,13,19
Texas Two Step,3,3,2005,24,20,13,16,32
Texas Two Step,3,7,2005,24,22,17,5,19
Texas Two Step,3,10,2005,18,10,33,5,22
Texas Two Step,3,14,2005,24,16,4,8,13
Texas Two Step,3,17,2005,17,27,16,5,15
Texas Two Step,3,21,2005,22,17,7,23,23
Texas Two Step,3,24,2005,11,24,27,25,25
Texas Two Step,3,28,2005,12,7,17,1,5
Texas Two Step,3,31,2005,6,17,23,33,20
Texas Two Step,4,4,2005,15,27,11,5,33
Texas Two Step,4,7,2005,4,28,6,8,18
Texas Two Step,4,11,2005,26,2,24,34,23
Texas Two Step,4,14,2005,18,28,34,15,4
Texas Two Step,4,18,2005,1,14,21,31,25
Texas Two Step,4,21,2005,27,16,13,19,26
Texas Two Step,4,25,2005,10,6,7,1,27
Texas Two Step,4,28,2005,17,23,16,34,4
Texas Two Step,5,2,2005,13,3,34,26,11
Texas Two Step,5,5,2005,32,7,12,1,26
Texas Two Step,5,9,2005,17,6,21,7,19
Texas Two Step,5,12,2005,26,33,6,25,4
Texas Two Step,5,16,2005,29,1,4,8,35
Texas Two Step,5,19,2005,26,24,31,28,29
Texas Two Step,5,23,2005,6,33,3,2,3
Texas Two Step,5,26,2005,20,14,3,23,29
Texas Two Step,5,30,2005,8,4,13,24,23
Texas Two Step,6,2,2005,12,24,13,23,7
Texas Two Step,6,6,2005,18,20,1,35,21
Texas Two Step,6,9,2005,19,34,6,28,29
Texas Two Step,6,13,2005,5,19,33,7,6
Texas Two Step,6,16,2005,27,10,9,18,10
Texas Two Step,6,20,2005,11,27,2,30,1
Texas Two Step,6,23,2005,16,30,9,15,16
Texas Two Step,6,27,2005,21,32,8,23,32
Texas Two Step,6,30,2005,32,30,12,17,5
Texas Two Step,7,4,2005,1,23,8,15,14
Texas Two Step,7,7,2005,24,3,35,22,14
Texas Two Step,7,11,2005,10,16,5,27,8
Texas Two Step,7,14,2005,12,18,34,24,9
Texas Two Step,7,18,2005,28,14,24,2,28
Texas Two Step,7,21,2005,29,27,21,19,8
Texas Two Step,7,25,2005,1,19,11,35,35
Texas Two Step,7,28,2005,3,23,21,17,21
Texas Two Step,8,1,2005,31,33,30,32,9
Texas Two Step,8,4,2005,27,33,20,14,9
Texas Two Step,8,8,2005,21,2,28,16,25
Texas Two Step,8,11,2005,29,4,3,14,28
Texas Two Step,8,15,2005,4,28,9,20,7
Texas Two Step,8,18,2005,5,15,32,20,28
Texas Two Step,8,22,2005,13,16,27,26,20
Texas Two Step,8,25,2005,5,34,29,28,8
Texas Two Step,8,29,2005,1,33,27,19,7
Texas Two Step,9,1,2005,10,17,27,32,13
Texas Two Step,9,5,2005,2,35,5,20,4
