Game,Month,Day,Year,Num1,Num2,Num3,Num4,Bonus
Texas Two Step,9,8,2005,20,5,12,8,7
Texas Two Step,9,12,2005,18,17,27,4,21
Texas Two Step,9,15,2005,22,2,12,8,5
Texas Two Step,9,19,2005,27,31,20,26,20
Texas Two Step,9,22,2005,35,16,15,30,5
Texas Two Step,9,26,2005,6,1,27,16,3
Texas Two Step,9,29,2005,23,35,27,8,14
Texas Two Step,10,3,2005,7,2,34,17,21
Texas Two Step,10,6,2005,17,7,21,19,18
Texas Two Step,10,10,2005,11,6,19,2,30
Texas Two Step,10,13,2005,30,25,35,8,34
Texas Two Step,10,17,2005,29,11,7,6,14
Texas Two Step,10,20,2005,28,22,2,33,16
Texas Two Step,10,24,2005,1,9,29,5,24
Texas Two Step,10,27,2005,23,2,13,17,23
Texas Two Step,10,31,2005,8,27,7,2,29
Texas Two Step,11,3,2005,9,19,8,15,3
Texas Two Step,11,7,2005,2,23,14,32,21
Texas Two Step,11,10,2005,3,28,4,25,30
Texas Two Step,11,14,2005,35,4,18,27,19
Texas Two Step,11,17,2005,6,22,4,11,21
Texas Two Step,11,21,2005,17,35,31,15,33
Texas Two Step,11,24,2005,16,27,11,31,15
Texas Two Step,11,28,2005,19,22,13,30,4
Texas Two Step,12,1,2005,29,9,26,16,21
Texas Two Step,12,5,2005,35,22,17,21,14
Texas Two Step,12,8,2005,35,19,8,17,34
Texas Two Step,12,12,2005,19,14,3,8,18
Texas Two Step,12,15,2005,2,24,12,22,11
Texas Two Step,12,19,2005,30,21,10,1,21
Texas Two Step,12,22,2005,11,9,6,14,12
Texas Two Step,12,26,2005,4,19,15,16,20
Texas Two Step,12,29,2005,30,26,16,21,21
Texas Two Step,1,2,2006,23,10,26,20,22
Texas Two Step,1,5,2006,19,5,26,22,12
Texas Two Step,1,9,2006,11,17,34,28,34
Texas Two Step,1,12,2006,29,30,7,3,16
Texas Two Step,1,16,2006,4,29,32,34,30
Texas Two Step,1,19,2006,6,18,12,30,19
Texas Two Step,1,23,2006,2,4,14,31,7
Texas Two Step,1,26,2006,17,18,20,28,14
Texas Two Step,1,30,2006,18,14,25,3,35
Texas Two Step,2,2,2006,7,34,10,21,18
Texas Two Step,2,6,2006,25,11,16,20,4
Texas Two Step,2,9,2006,27,24,19,32,20
Texas Two Step,2,13,2006,5,27,6,31,3
Texas Two Step,2,16,2006,34,17,6,33,21
Texas Two Step,2,20,2006,30,28,1,3,31
Texas Two Step,2,23,2006,16,33,34,30,29
Texas Two Step,2,27,2006,11,14,30,29,17
Texas Two Step,3,2,2006,22,24,3,32,24
Texas Two Step,3,6,2006,23,31,7,27,24
Texas Two Step,3,9,2006,8,5,17,34,23
Texas Two Step,3,13,2006,22,15,1,23,11
Texas Two Step,3,16,2006,35,4,30,32,8
Texas Two Step,3,20,2006,22,3,8,25,3
Texas Two Step,3,23,2006,27,3,14,4,4
Texas Two Step,3,27,2006,32,14,4,31,11
Texas Two Step,3,30,2006,23,7,32,1,35
Texas Two Step,4,3,2006,34,22,25,15,29
Texas Two Step,4,6,2006,1,29,26,31,29
Texas Two Step,4,10,2006,19,8,26,22,4
Texas Two Step,4,13,2006,15,29,26,3,2
Texas Two Step,4,17,2006,24,30,23,20,16
Texas Two Step,4,20,2006,27,29,9,18,34
Texas Two Step,4,24,2006,26,7,32,16,12
Texas Two Step,4,27,2006,24,12,22,27,24
Texas Two Step,5,1,2006,12,27,28,13,30
Texas Two Step,5,4,2006,25,30,12,33,7
Texas Two Step,5,8,2006,13,5,12,2,16
Texas Two Step,5,11,2006,32,22,5,3,14
Texas Two Step,5,15,2006,26,31,24,23,28
Texas Two Step,5,18,2006,3,9,28,2,3
Texas Two Step,5,22,2006,18,27,29,1,33
Texas Two Step,5,25,2006,13,33,34,12,22
Texas Two Step,5,29,2006,22,27,35,17,35
Texas Two Step,6,1,2006,28,31,27,15,5
Texas Two Step,6,5,2006,12,27,32,30,2
Texas Two Step,6,8,2006,21,33,26,15,24
Texas Two Step,6,12,2006,33,5,24,6,34
Texas Two Step,6,15,2006,15,12,22,32,26
Texas Two Step,6,19,2006,6,35,10,25,1
Texas Two Step,6,22,2006,21,34,17,28,21
Texas Two Step,6,26,2006,27,26,17,33,16
Texas Two Step,6,29,2006,30,13,19,29,27
Texas Two Step,7,3,2006,35,33,30,13,15
Texas Two Step,7,6,2006,2,32,9,24,28
Texas Two Step,7,10,2006,31,34,27,5,3
Texas Two Step,7,13,2006,28,3,20,2,5
Texas Two Step,7,17,2006,17,3,20,5,32
Texas Two Step,7,20,2006,6,35,14,34,9
Texas Two Step,7,24,2006,21,16,15,35,16
Texas Two Step,7,27,2006,8,17,24,29,20
Texas Two Step,7,31,2006,16,24,18,15,34
Texas Two Step,8,3,2006,13,23,32,21,1
Texas Two Step,8,7,2006,25,27,13,6,34
Texas Two Step,8,10,2006,35,27,9,18,9
Texas Two Step,8,14,2006,7,11,23,24,27
Texas Two Step,8,17,2006,33,24,29,19,17
Texas Two Step,8,21,2006,27,18,8,13,14
Texas Two Step,8,24,2006,12,9,23,24,30
Texas Two Step,8,28,2006,4,32,6,25,32
Texas Two Step,8,31,2006,15,33,9,1,35
Texas Two Step,9,4,2006,22,17,2,3,13
Texas Two Step,9,7,2006,2,23,22,26,15
Texas Two Step,9,11,2006,7,24,2,25,2
Texas Two Step,9,14,2006,2,11,5,30,11
Texas Two Step,9,18,2006,12,33,18,20,30
Texas Two Step,9,21,2006,35,21,20,34,32
Texas Two Step,9,25,2006,23,25,3,29,28
Texas Two Step,9,28,2006,35,29,3,1,21
Texas Two Step,10,2,2006,31,6,28,20,23
Texas Two Step,10,5,2006,10,35,31,4,24
Texas Two Step,10,9,2006,34,28,10,31,18
Texas Two Step,10,12,2006,31,5,27,4,6
Texas Two Step,10,16,2006,14,27,22,4,8
Texas Two Step,10,19,2006,22,33,20,13,1
Texas Two Step,10,23,2006,15,33,21,25,13
Texas Two Step,10,26,2006,9,6,11,20,33
Texas Two Step,10,30,2006,4,20,18,10,13
Texas Two Step,11,2,2006,33,17,25,23,28
Texas Two Step,11,6,2006,18,17,33,25,14
Texas Two Step,11,9,2006,30,14,32,26,29
Texas Two Step,11,13,2006,1,2,12,34,14
Texas Two Step,11,16,2006,29,21,14,31,15
Texas Two Step,11,20,2006,33,30,17,9,27
Texas Two Step,11,23,2006,25,3,4,10,23
Texas Two Step,11,27,2006,19,3,23,30,27
Texas Two Step,11,30,2006,6,4,22,7,26
Texas Two Step,12,4,2006,2,29,24,25,31
Texas Two Step,12,7,2006,8,31,4,24,32
Texas Two Step,12,11,2006,26,6,10,24,17
Texas Two Step,12,14,2006,18,1,26,10,33
Texas Two Step,12,18,2006,30,13,7,33,31
Texas Two Step,12,21,2006,23,12,29,31,30
Texas Two Step,12,25,2006,34,3,11,1,13
Texas Two Step,12,28,2006,20,19,2,11,6
Texas Two Step,1,1,2007,26,19,21,14,29
Texas Two Step,1,4,2007,7,31,9,30,10
Texas Two Step,1,8,2007,13,9,1,6,19
Texas Two Step,1,11,2007,10,16,27,12,21
Texas Two Step,1,15,2007,10,3,26,18,32
Texas Two Step,1,18,2007,20,34,32,17,6
Texas Two Step,1,22,2007,17,11,2,20,11
Texas Two Step,1,25,2007,2,15,29,22,32
Texas Two Step,1,29,2007,9,21,19,32,28
Texas Two Step,2,1,2007,6,15,3,17,26
Texas Two Step,2,5,2007,13,17,31,29,9
Texas Two Step,2,8,2007,33,14,34,8,17
Texas Two Step,2,12,2007,35,2,23,17,28
Texas Two Step,2,15,2007,21,13,22,4,11
Texas Two Step,2,19,2007,17,10,24,6,21
Texas Two Step,2,22,2007,10,24,13,2,7
Texas Two Step,2,26,2007,8,16,27,23,20
Texas Two Step,3,1,2007,5,23,7,29,13
Texas Two Step,3,5,2007,16,25,4,28,25
Texas Two Step,3,8,2007,30,34,1,8,2
Texas Two Step,3,12,2007,17,2,24,16,5
Texas Two Step,3,15,2007,22,19,12,3,29
Texas Two Step,3,19,2007,18,21,17,30,13
Texas Two Step,3,22,2007,9,10,16,34,32
Texas Two Step,3,26,2007,15,20,26,31,14
Texas Two Step,3,29,2007,33,1,13,28,12
Texas Two Step,4,2,2007,20,28,24,2,11
Texas Two Step,4,5,2007,7,10,21,19,27
Texas Two Step,4,9,2007,5,6,3,7,7
Texas Two Step,4,12,2007,11,12,19,4,29
Texas Two Step,4,16,2007,31,18,10,5,15
Texas Two Step,4,19,2007,30,35,11,4,35
Texas Two Step,4,23,2007,27,32,14,30,5
Texas Two Step,4,26,2007,28,2,17,23,25
Texas Two Step,4,30,2007,2,18,9,6,18
Texas Two Step,5,3,2007,7,2,18,21,18
Texas Two Step,5,7,2007,28,26,17,33,18
Texas Two Step,5,10,2007,30,27,1,12,28
Texas Two Step,5,14,2007,4,30,13,16,12
Texas Two Step,5,17,2007,8,15,11,35,14
Texas Two Step,5,21,2007,8,5,21,32,23
Texas Two Step,5,24,2007,8,11,23,13,28
Texas Two Step,5,28,2007,12,35,2,30,8
Texas Two Step,5,31,2007,3,15,16,33,2
Texas Two Step,6,4,2007,22,34,6,33,18
Texas Two Step,6,7,2007,29,8,22,26,29
Texas Two Step,6,11,2007,21,12,32,16,16
Texas Two Step,6,14,2007,9,21,34,27,2
Texas Two Step,6,18,2007,31,29,21,17,17
Texas Two Step,6,21,2007,10,19,31,12,1
Texas Two Step,6,25,2007,6,17,29,25,18
Texas Two Step,6,28,2007,5,33,11,27,28
Texas Two Step,7,2,2007,9,18,14,33,10
Texas Two Step,7,5,2007,17,14,21,27,23
Texas Two Step,7,9,2007,18,33,13,8,19
Texas Two Step,7,12,2007,1,20,5,26,17
Texas Two Step,7,16,2007,34,32,4,19,21
Texas Two Step,7,19,2007,4,27,5,35,23
Texas Two Step,7,23,2007,24,18,9,28,1
Texas Two Step,7,26,2007,8,7,26,10,9
Texas Two Step,7,30,2007,31,13,12,33,20
Texas Two Step,8,2,2007,31,23,22,32,5
Texas Two Step,8,6,2007,32,12,23,25,15
Texas Two Step,8,9,2007,14,24,17,5,7
Texas Two Step,8,13,2007,14,16,26,1,5
Texas Two Step,8,16,2007,30,7,26,10,19
Texas Two Step,8,20,2007,31,29,27,8,1
Texas Two Step,8,23,2007,21,4,29,30,31
Texas Two Step,8,27,2007,6,12,28,20,26
Texas Two Step,8,30,2007,24,14,7,35,34
Texas Two Step,9,3,2007,9,5,22,15,30
Texas Two Step,9,6,2007,15,2,33,29,15
Texas Two Step,9,10,2007,14,20,18,3,10
Texas Two Step,9,13,2007,6,28,11,21,26
Texas Two Step,9,17,2007,19,30,22,18,1
Texas Two Step,9,20,2007,1,35,21,6,16
Texas Two Step,9,24,2007,9,13,20,16,29
Texas Two Step,9,27,2007,24,3,31,26,3
Texas Two Step,10,1,2007,32,35,6,19,13
Texas Two Step,10,4,2007,26,8,3,6,22
Texas Two Step,10,8,2007,1,6,15,16,2
Texas Two Step,10,11,2007,21,19,18,9,7
Texas Two Step,10,15,2007,28,14,1,17,10
Texas Two Step,10,18,2007,3,6,34,20,16
Texas Two Step,10,22,2007,6,25,27,21,18
Texas Two Step,10,25,2007,11,22,33,1,24
Texas Two Step,10,29,2007,22,33,14,34,7
Texas Two Step,11,1,2007,17,14,20,13,24
Texas Two Step,11,5,2007,5,27,33,26,22
Texas Two Step,11,8,2007,3,35,31,32,6
Texas Two Step,11,12,2007,1,16,26,8,11
Texas Two Step,11,15,2007,1,20,6,27,20
Texas Two Step,11,19,2007,10,24,18,35,10
Texas Two Step,11,22,2007,20,30,2,1,20
Texas Two Step,11,26,2007,32,3,11,33,32
Texas Two Step,11,29,2007,22,2,5,8,25
Texas Two Step,12,3,2007,27,19,11,16,32
Texas Two Step,12,6,2007,20,27,14,34,27
Texas Two Step,12,10,2007,23,26,31,29,14
Texas Two Step,12,13,2007,17,34,28,29,30
Texas Two Step,12,17,2007,27,9,3,30,32
Texas Two Step,12,20,2007,23,27,32,14,19
Texas Two Step,12,24,2007,22,12,4,20,22
Texas Two Step,12,27,2007,17,11,31,28,25
Texas Two Step,12,31,2007,11,9,12,3,5
Texas Two Step,1,3,2008,25,7,32,4,22
Texas Two Step,1,7,2008,25,23,16,35,26
Texas Two Step,1,10,2008,24,31,33,35,33
Texas Two Step,1,14,2008,33,19,23,10,28
Texas Two Step,1,17,2008,27,21,14,30,4
Texas Two Step,1,21,2008,1,19,2,4,6
Texas Two Step,1,24,2008,13,3,24,25,26
Texas Two Step,1,28,2008,4,7,35,20,4
Texas Two Step,1,31,2008,30,6,9,28,25
Texas Two Step,2,4,2008,26,24,21,30,25
Texas Two Step,2,7,2008,25,7,13,32,27
Texas Two Step,2,11,2008,4,21,18,25,29
Texas Two Step,2,14,2008,10,8,28,1,9
Texas Two Step,2,18,2008,15,2,23,24,31
Texas Two Step,2,21,2008,21,28,32,10,21
Texas Two Step,2,25,2008,34,29,12,5,3
Texas Two Step,2,28,2008,33,7,1,23,11
Texas Two Step,3,3,2008,35,15,20,29,18
Texas Two Step,3,6,2008,19,13,1,31,28
Texas Two Step,3,10,2008,25,13,28,19,30
Texas Two Step,3,13,2008,21,32,17,14,7
Texas Two Step,3,17,2008,13,19,27,7,14
Texas Two Step,3,20,2008,10,29,12,16,18
Texas Two Step,3,24,2008,22,23,32,34,22
Texas Two Step,3,27,2008,21,11,10,4,8
Texas Two Step,3,31,2008,32,5,23,34,15
Texas Two Step,4,3,2008,10,2,17,12,13
Texas Two Step,4,7,2008,10,12,32,16,23
Texas Two Step,4,10,2008,8,11,2,27,28
Texas Two Step,4,14,2008,33,25,6,19,25
Texas Two Step,4,17,2008,25,14,26,23,7
Texas Two Step,4,21,2008,27,14,16,13,20
Texas Two Step,4,24,2008,33,28,31,22,7
Texas Two Step,4,28,2008,25,4,29,20,9
Texas Two Step,5,1,2008,27,24,6,9,27
Texas Two Step,5,5,2008,33,21,6,14,29
Texas Two Step,5,8,2008,21,1,27,26,2
Texas Two Step,5,12,2008,20,21,29,24,1
Texas Two Step,5,15,2008,27,8,9,31,19
Texas Two Step,5,19,2008,19,14,2,25,11
Texas Two Step,5,22,2008,16,23,31,12,2
Texas Two Step,5,26,2008,1,14,34,22,23
Texas Two Step,5,29,2008,20,31,15,5,12
Texas Two Step,6,2,2008,12,33,4,7,6
Texas Two Step,6,5,2008,9,33,11,34,31
Texas Two Step,6,9,2008,11,28,9,2,8
Texas Two Step,6,12,2008,5,27,35,28,27
Texas Two Step,6,16,2008,19,10,20,28,23
Texas Two Step,6,19,2008,3,21,16,34,6
Texas Two Step,6,23,2008,26,17,32,13,30
Texas Two Step,6,26,2008,12,8,23,15,18
Texas Two Step,6,30,2008,22,5,27,4,10
Texas Two Step,7,3,2008,25,32,33,13,33
Texas Two Step,7,7,2008,32,6,8,31,6
Texas Two Step,7,10,2008,16,12,19,29,9
Texas Two Step,7,14,2008,7,18,3,14,28
Texas Two Step,7,17,2008,21,4,24,3,10
Texas Two Step,7,21,2008,7,12,32,14,26
Texas Two Step,7,24,2008,13,27,15,28,4
Texas Two Step,7,28,2008,33,12,22,11,3
Texas Two Step,7,31,2008,35,31,12,6,22
Texas Two Step,8,4,2008,30,3,11,2,17
Texas Two Step,8,7,2008,33,31,22,14,5
Texas Two Step,8,11,2008,6,29,3,33,33
Texas Two Step,8,14,2008,1,34,20,32,30
Texas Two Step,8,18,2008,20,22,35,29,3
Texas Two Step,8,21,2008,3,18,29,28,35
Texas Two Step,8,25,2008,19,6,12,1,34
Texas Two Step,8,28,2008,9,28,16,24,21
Texas Two Step,9,1,2008,15,12,17,14,26
Texas Two Step,9,4,2008,25,11,32,10,17
Texas Two Step,9,8,2008,33,27,3,35,29
Texas Two Step,9,11,2008,35,23,26,12,9
Texas Two Step,9,15,2008,16,28,31,29,4
Texas Two Step,9,18,2008,20,28,27,35,7
Texas Two Step,9,22,2008,29,32,17,30,11
Texas Two Step,9,25,2008,10,16,34,2,7
Texas Two Step,9,29,2008,21,31,11,15,20
Texas Two Step,10,2,2008,5,13,20,18,27
Texas Two Step,10,6,2008,28,13,19,33,25
Texas Two Step,10,9,2008,21,32,23,10,2
Texas Two Step,10,13,2008,4,7,30,16,10
Texas Two Step,10,16,2008,19,29,25,8,11
Texas Two Step,10,20,2008,30,21,6,7,1
Texas Two Step,10,23,2008,5,35,2,13,27
Texas Two Step,10,27,2008,21,34,25,19,26
Texas Two Step,10,30,2008,33,14,18,19,14
Texas Two Step,11,3,2008,7,4,30,15,5
Texas Two Step,11,6,2008,12,28,5,31,4
Texas Two Step,11,10,2008,17,25,28,15,26
Texas Two Step,11,13,2008,3,25,34,17,18
Texas Two Step,11,17,2008,30,27,34,25,12
Texas Two Step,11,20,2008,24,11,1,16,1
Texas Two Step,11,24,2008,6,9,28,13,26
Texas Two Step,11,27,2008,31,22,12,30,31
Texas Two Step,12,1,2008,21,2,24,35,3
Texas Two Step,12,4,2008,24,20,12,21,33
Texas Two Step,12,8,2008,35,4,21,27,10
Texas Two Step,12,11,2008,7,29,22,5,21
Texas Two Step,12,15,2008,29,13,16,26,9
Texas Two Step,12,18,2008,15,9,31,2,12
Texas Two Step,12,22,2008,12,22,17,33,18
Texas Two Step,12,25,2008,7,29,24,15,10
Texas Two Step,12,29,2008,22,27,13,29,17
Texas Two Step,1,1,2009,6,10,3,35,12
Texas Two Step,1,5,2009,3,6,5,8,26
Texas Two Step,1,8,2009,17,2,7,3,24
Texas Two Step,1,12,2009,19,4,13,17,16
Texas Two Step,1,15,2009,7,30,1,6,22
Texas Two Step,1,19,2009,19,13,35,21,16
Texas Two Step,1,22,2009,29,21,26,24,9
Texas Two Step,1,26,2009,28,30,16,4,15
Texas Two Step,1,29,2009,25,4,26,27,29
Texas Two Step,2,2,2009,29,28,11,16,2
Texas Two Step,2,5,2009,24,2,16,14,34
Texas Two Step,2,9,2009,17,2,32,13,6
Texas Two Step,2,12,2009,6,15,7,18,23
Texas Two Step,2,16,2009,18,17,7,15,12
Texas Two Step,2,19,2009,34,6,21,22,33
Texas Two Step,2,23,2009,18,35,19,14,26
Texas Two Step,2,26,2009,29,2,28,25,32
Texas Two Step,3,2,2009,35,6,32,13,9
Texas Two Step,3,5,2009,27,8,9,12,4
Texas Two Step,3,9,2009,32,27,23,8,5
Texas Two Step,3,12,2009,17,19,28,34,9
Texas Two Step,3,16,2009,31,24,34,29,26
Texas Two Step,3,19,2009,17,6,33,25,5
Texas Two Step,3,23,2009,2,7,18,15,17
Texas Two Step,3,26,2009,27,33,15,3,32
Texas Two Step,3,30,2009,21,28,30,24,25
Texas Two Step,4,2,2009,18,32,13,7,5
Texas Two Step,4,6,2009,9,12,34,35,13
Texas Two Step,4,9,2009,18,2,20,15,5
Texas Two Step,4,13,2009,29,28,21,26,15
Texas Two Step,4,16,2009,5,7,33,28,9
Texas Two Step,4,20,2009,24,14,12,31,21
Texas Two Step,4,23,2009,15,28,22,14,35
Texas Two Step,4,27,2009,26,22,17,33,25
Texas Two Step,4,30,2009,2,29,3,11,17
Texas Two Step,5,4,2009,30,13,35,32,10
Texas Two Step,5,7,2009,20,30,31,21,6
Texas Two Step,5,11,2009,18,9,17,29,24
Texas Two Step,5,14,2009,11,20,27,26,14
Texas Two Step,5,18,2009,30,19,24,33,2
Texas Two Step,5,21,2009,22,24,20,18,29
Texas Two Step,5,25,2009,6,32,4,28,25
Texas Two Step,5,28,2009,15,21,4,9,30
Texas Two Step,6,1,2009,34,29,20,9,24
Texas Two Step,6,4,2009,17,33,26,31,19
Texas Two Step,6,8,2009,9,12,1,18,4
Texas Two Step,6,11,2009,10,19,21,23,26
Texas Two Step,6,15,2009,27,30,9,7,13
Texas Two Step,6,18,2009,31,29,27,19,26
Texas Two Step,6,22,2009,2,34,11,27,10
Texas Two Step,6,25,2009,12,19,14,22,20
Texas Two Step,6,29,2009,12,14,3,24,2
Texas Two Step,7,2,2009,18,31,13,1,18
Texas Two Step,7,6,2009,32,8,5,31,7
Texas Two Step,7,9,2009,21,29,33,25,7
Texas Two Step,7,13,2009,12,29,23,1,29
Texas Two Step,7,16,2009,12,3,33,27,28
Texas Two Step,7,20,2009,9,17,5,20,17
Texas Two Step,7,23,2009,7,3,19,34,14
Texas Two Step,7,27,2009,35,13,1,14,20
Texas Two Step,7,30,2009,8,33,12,10,22
Texas Two Step,8,3,2009,3,6,33,17,33
Texas Two Step,8,6,2009,34,19,6,10,25
Texas Two Step,8,10,2009,15,23,19,22,27
Texas Two Step,8,13,2009,4,13,35,22,30
Texas Two Step,8,17,2009,21,34,17,25,22
Texas Two Step,8,20,2009,35,10,1,4,31
Texas Two Step,8,24,2009,15,34,2,19,8
Texas Two Step,8,27,2009,6,15,21,17,10
Texas Two Step,8,31,2009,17,34,24,8,7
Texas Two Step,9,3,2009,14,10,5,33,30
Texas Two Step,9,7,2009,25,35,27,29,26
Texas Two Step,9,10,2009,33,7,15,12,28
Texas Two Step,9,14,2009,11,10,30,3,26
Texas Two Step,9,17,2009,8,16,6,2,2
Texas Two Step,9,21,2009,32,22,16,8,13
Texas Two Step,9,24,2009,16,24,11,18,29
Texas Two Step,9,28,2009,12,4,22,34,14
Texas Two Step,10,1,2009,16,3,30,6,20
Texas Two Step,10,5,2009,20,33,6,3,16
Texas Two Step,10,8,2009,15,16,2,17,3
Texas Two Step,10,12,2009,14,35,32,15,27
Texas Two Step,10,15,2009,25,2,1,8,27
Texas Two Step,10,19,2009,17,35,13,19,33
Texas Two Step,10,22,2009,10,34,30,2,30
Texas Two Step,10,26,2009,16,15,13,30,20
Texas Two Step,10,29,2009,3,28,34,33,31
Texas Two Step,11,2,2009,9,7,23,10,7
Texas Two Step,11,5,2009,14,20,25,18,8
Texas Two Step,11,9,2009,3,13,30,32,12
Texas Two Step,11,12,2009,8,20,13,24,34
Texas Two Step,11,16,2009,11,29,24,30,32
Texas Two Step,11,19,2009,12,27,4,3,20
Texas Two Step,11,23,2009,14,3,19,30,3
Texas Two Step,11,26,2009,2,10,5,19,20
Texas Two Step,11,30,2009,21,31,10,16,3
Texas Two Step,12,3,2009,34,11,19,12,34
Texas Two Step,12,7,2009,3,18,15,20,26
Texas Two Step,12,10,2009,34,24,35,7,6
Texas Two Step,12,14,2009,3,27,2,26,11
Texas Two Step,12,17,2009,26,31,1,5,7
Texas Two Step,12,21,2009,25,32,12,24,18
Texas Two Step,12,24,2009,9,24,28,6,25
Texas Two Step,12,28,2009,33,25,27,26,24
