Game,Month,Day,Year,Num1,Num2,Num3,Num4,Bonus
Texas Two Step,5,1,2014,17,2,24,20,17
Texas Two Step,5,5,2014,4,6,16,2,34
Texas Two Step,5,8,2014,1,4,29,10,21
Texas Two Step,5,12,2014,12,35,4,1,10
Texas Two Step,5,15,2014,22,6,34,7,8
Texas Two Step,5,19,2014,28,31,12,13,13
Texas Two Step,5,22,2014,5,11,21,6,33
Texas Two Step,5,26,2014,3,6,19,12,12
Texas Two Step,5,29,2014,5,14,22,8,8
Texas Two Step,6,2,2014,17,26,32,35,4
Texas Two Step,6,5,2014,13,25,7,8,20
Texas Two Step,6,9,2014,28,12,9,5,7
Texas Two Step,6,12,2014,11,3,4,13,15
Texas Two Step,6,16,2014,30,26,31,14,6
Texas Two Step,6,19,2014,30,25,21,35,35
Texas Two Step,6,23,2014,34,24,25,2,3
Texas Two Step,6,26,2014,32,13,18,31,3
Texas Two Step,6,30,2014,9,28,20,10,18
Texas Two Step,7,3,2014,20,15,2,22,23
Texas Two Step,7,7,2014,8,29,10,4,4
Texas Two Step,7,10,2014,17,16,8,31,15
Texas Two Step,7,14,2014,29,11,6,8,9
Texas Two Step,7,17,2014,2,12,28,3,23
Texas Two Step,7,21,2014,7,22,12,3,35
Texas Two Step,7,24,2014,18,6,25,11,7
Texas Two Step,7,28,2014,13,1,28,31,25
Texas Two Step,7,31,2014,13,21,25,22,22
Texas Two Step,8,4,2014,22,19,35,13,15
Texas Two Step,8,7,2014,12,14,3,26,16
Texas Two Step,8,11,2014,23,21,7,25,18
Texas Two Step,8,14,2014,33,28,4,30,3
Texas Two Step,8,18,2014,25,17,7,3,2
Texas Two Step,8,21,2014,25,6,23,5,20
Texas Two Step,8,25,2014,5,30,18,2,33
Texas Two Step,8,28,2014,19,18,24,34,15
Texas Two Step,9,1,2014,33,18,12,28,4
Texas Two Step,9,4,2014,29,26,13,30,12
Texas Two Step,9,8,2014,23,35,30,24,35
Texas Two Step,9,11,2014,4,3,27,13,13
Texas Two Step,9,15,2014,2,33,18,14,22
Texas Two Step,9,18,2014,22,17,7,14,25
Texas Two Step,9,22,2014,9,22,8,34,19
Texas Two Step,9,25,2014,4,1,11,31,34
Texas Two Step,9,29,2014,17,27,18,5,4
Texas Two Step,10,2,2014,4,32,30,18,8
Texas Two Step,10,6,2014,3,9,28,16,7
Texas Two Step,10,9,2014,20,3,22,30,12
Texas Two Step,10,13,2014,26,30,23,11,24
Texas Two Step,10,16,2014,33,22,32,31,21
Texas Two Step,10,20,2014,9,6,28,12,9
Texas Two Step,10,23,2014,1,18,9,19,35
Texas Two Step,10,27,2014,9,34,15,32,15
Texas Two Step,10,30,2014,28,2,34,3,30
Texas Two Step,11,3,2014,12,27,15,21,12
Texas Two Step,11,6,2014,2,14,35,27,24
Texas Two Step,11,10,2014,26,19,33,9,29
Texas Two Step,11,13,2014,33,12,27,1,25
Texas Two Step,11,17,2014,10,28,17,1,24
Texas Two Step,11,20,2014,30,19,9,34,21
Texas Two Step,11,24,2014,4,30,22,14,9
Texas Two Step,11,27,2014,24,18,15,5,10
Texas Two Step,12,1,2014,19,29,8,3,2
Texas Two Step,12,4,2014,35,26,3,18,19
Texas Two Step,12,8,2014,6,28,24,5,21
Texas Two Step,12,11,2014,2,14,3,30,4
Texas Two Step,12,15,2014,22,28,32,12,18
Texas Two Step,12,18,2014,15,11,13,24,5
Texas Two Step,12,22,2014,10,32,12,21,28
Texas Two Step,12,25,2014,19,33,15,27,13
Texas Two Step,12,29,2014,1,28,17,7,24
Texas Two Step,1,1,2015,7,32,21,9,3
Texas Two Step,1,5,2015,21,30,27,18,22
Texas Two Step,1,8,2015,34,26,9,14,10
Texas Two Step,1,12,2015,30,10,6,2,31
Texas Two Step,1,15,2015,25,21,34,26,11
Texas Two Step,1,19,2015,11,25,30,10,33
Texas Two Step,1,22,2015,21,23,28,18,4
Texas Two Step,1,26,2015,25,1,4,3,17
Texas Two Step,1,29,2015,31,27,24,25,20
Texas Two Step,2,2,2015,22,4,1,2,30
Texas Two Step,2,5,2015,4,7,31,10,12
Texas Two Step,2,9,2015,29,30,4,14,21
Texas Two Step,2,12,2015,22,23,24,34,13
Texas Two Step,2,16,2015,19,8,11,12,13
Texas Two Step,2,19,2015,28,25,16,23,5
Texas Two Step,2,23,2015,8,25,33,23,18
Texas Two Step,2,26,2015,35,33,9,15,9
Texas Two Step,3,2,2015,23,5,19,18,13
Texas Two Step,3,5,2015,35,14,19,30,26
Texas Two Step,3,9,2015,12,35,5,6,30
Texas Two Step,3,12,2015,27,17,1,8,8
Texas Two Step,3,16,2015,35,14,7,25,32
Texas Two Step,3,19,2015,25,3,34,21,30
Texas Two Step,3,23,2015,10,30,21,4,31
Texas Two Step,3,26,2015,12,10,25,15,15
Texas Two Step,3,30,2015,13,22,24,27,2
Texas Two Step,4,2,2015,34,33,32,12,24
Texas Two Step,4,6,2015,23,8,1,4,26
Texas Two Step,4,9,2015,34,25,24,6,9
Texas Two Step,4,13,2015,2,29,11,24,11
Texas Two Step,4,16,2015,28,3,5,4,11
Texas Two Step,4,20,2015,32,3,7,8,28
Texas Two Step,4,23,2015,17,4,26,34,33
Texas Two Step,4,27,2015,4,28,16,29,12
Texas Two Step,4,30,2015,26,4,21,15,21
Texas Two Step,5,4,2015,20,9,26,16,9
Texas Two Step,5,7,2015,31,6,1,16,28
Texas Two Step,5,11,2015,31,3,8,16,21
Texas Two Step,5,14,2015,14,34,18,4,27
Texas Two Step,5,18,2015,8,24,20,9,13
Texas Two Step,5,21,2015,33,29,26,2,32
Texas Two Step,5,25,2015,5,35,1,10,20
Texas Two Step,5,28,2015,3,23,34,4,15
Texas Two Step,6,1,2015,29,26,1,10,13
Texas Two Step,6,4,2015,27,32,28,6,34
Texas Two Step,6,8,2015,10,19,29,12,17
Texas Two Step,6,11,2015,19,25,28,4,6
Texas Two Step,6,15,2015,6,21,22,13,11
Texas Two Step,6,18,2015,28,23,5,2,16
Texas Two Step,6,22,2015,13,7,21,15,32
Texas Two Step,6,25,2015,28,21,11,8,9
Texas Two Step,6,29,2015,23,16,10,30,30
Texas Two Step,7,2,2015,26,7,2,20,30
Texas Two Step,7,6,2015,6,2,12,31,2
Texas Two Step,7,9,2015,30,7,25,29,1
Texas Two Step,7,13,2015,3,19,2,27,17
Texas Two Step,7,16,2015,3,28,20,34,21
Texas Two Step,7,20,2015,8,5,24,3,7
Texas Two Step,7,23,2015,31,7,25,35,22
Texas Two Step,7,27,2015,1,33,28,24,29
Texas Two Step,7,30,2015,6,16,17,12,1
Texas Two Step,8,3,2015,29,27,2,31,14
Texas Two Step,8,6,2015,35,7,22,28,10
Texas Two Step,8,10,2015,3,20,6,5,34
Texas Two Step,8,13,2015,7,32,33,25,20
Texas Two Step,8,17,2015,7,17,12,11,12
Texas Two Step,8,20,2015,3,25,35,30,35
Texas Two Step,8,24,2015,16,25,26,7,14
Texas Two Step,8,27,2015,5,22,19,15,8
Texas Two Step,8,31,2015,2,27,10,28,11
Texas Two Step,9,3,2015,5,12,18,8,4
Texas Two Step,9,7,2015,13,23,32,2,29
Texas Two Step,9,10,2015,4,35,30,2,11
Texas Two Step,9,14,2015,30,24,11,29,34
Texas Two Step,9,17,2015,35,4,1,17,19
Texas Two Step,9,21,2015,33,1,13,29,13
Texas Two Step,9,24,2015,19,20,16,23,7
Texas Two Step,9,28,2015,18,22,30,25,15
Texas Two Step,10,1,2015,21,31,10,15,23
Texas Two Step,10,5,2015,22,16,24,28,18
Texas Two Step,10,8,2015,21,22,3,24,28
Texas Two Step,10,12,2015,15,16,30,29,5
Texas Two Step,10,15,2015,15,23,18,14,15
Texas Two Step,10,19,2015,6,1,4,21,22
Texas Two Step,10,22,2015,29,19,15,16,27
Texas Two Step,10,26,2015,23,34,27,15,20
Texas Two Step,10,29,2015,5,15,21,11,27
Texas Two Step,11,2,2015,12,34,19,35,20
Texas Two Step,11,5,2015,10,23,15,14,34
Texas Two Step,11,9,2015,22,34,11,15,19
Texas Two Step,11,12,2015,30,24,21,29,20
Texas Two Step,11,16,2015,20,19,3,17,4
Texas Two Step,11,19,2015,31,17,10,20,2
Texas Two Step,11,23,2015,22,31,19,5,35
Texas Two Step,11,26,2015,20,34,13,30,8
Texas Two Step,11,30,2015,2,1,24,25,24
Texas Two Step,12,3,2015,5,3,23,17,20
Texas Two Step,12,7,2015,15,12,32,16,21
Texas Two Step,12,10,2015,35,33,26,22,31
Texas Two Step,12,14,2015,14,22,4,20,25
Texas Two Step,12,17,2015,19,10,27,9,24
Texas Two Step,12,21,2015,2,32,22,29,32
Texas Two Step,12,24,2015,34,3,6,31,10
Texas Two Step,12,28,2015,26,27,22,32,8
Texas Two Step,12,31,2015,9,34,14,7,30
Texas Two Step,1,4,2016,30,16,7,22,35
Texas Two Step,1,7,2016,35,5,26,16,12
Texas Two Step,1,11,2016,28,11,32,6,35
Texas Two Step,1,14,2016,3,27,17,4,18
Texas Two Step,1,18,2016,5,33,9,30,24
Texas Two Step,1,21,2016,8,19,11,9,17
Texas Two Step,1,25,2016,16,26,29,20,25
Texas Two Step,1,28,2016,6,14,12,21,3
Texas Two Step,2,1,2016,29,26,25,27,32
Texas Two Step,2,4,2016,6,1,22,15,17
Texas Two Step,2,8,2016,32,11,10,23,10
Texas Two Step,2,11,2016,3,1,20,6,12
Texas Two Step,2,15,2016,18,28,1,33,9
Texas Two Step,2,18,2016,4,24,2,16,30
Texas Two Step,2,22,2016,32,1,18,31,5
Texas Two Step,2,25,2016,5,16,8,23,25
Texas Two Step,2,29,2016,25,5,2,35,28
Texas Two Step,3,3,2016,9,15,14,24,20
Texas Two Step,3,7,2016,10,34,24,29,31
Texas Two Step,3,10,2016,29,34,27,26,18
Texas Two Step,3,14,2016,3,24,28,35,31
Texas Two Step,3,17,2016,8,3,10,12,13
Texas Two Step,3,21,2016,16,7,28,17,18
Texas Two Step,3,24,2016,14,8,11,12,32
Texas Two Step,3,28,2016,30,1,7,20,15
Texas Two Step,3,31,2016,25,22,12,3,7
Texas Two Step,4,4,2016,7,2,16,28,13
Texas Two Step,4,7,2016,18,27,5,2,30
Texas Two Step,4,11,2016,14,19,35,22,9
Texas Two Step,4,14,2016,20,16,13,30,32
Texas Two Step,4,18,2016,9,33,26,24,22
Texas Two Step,4,21,2016,18,9,30,26,19
Texas Two Step,4,25,2016,25,18,9,14,4
Texas Two Step,4,28,2016,7,12,1,5,16
Texas Two Step,5,2,2016,9,10,2,30,3
Texas Two Step,5,5,2016,7,32,15,34,8
Texas Two Step,5,9,2016,26,9,10,27,4
Texas Two Step,5,12,2016,33,15,6,27,20
Texas Two Step,5,16,2016,25,3,27,1,14
Texas Two Step,5,19,2016,7,16,27,9,15
Texas Two Step,5,23,2016,28,8,1,7,33
Texas Two Step,5,26,2016,32,19,33,4,14
Texas Two Step,5,30,2016,13,32,2,33,12
Texas Two Step,6,2,2016,30,2,29,18,3
Texas Two Step,6,6,2016,25,32,7,4,23
Texas Two Step,6,9,2016,24,8,20,26,24
Texas Two Step,6,13,2016,5,9,10,24,9
Texas Two Step,6,16,2016,1,5,23,34,17
Texas Two Step,6,20,2016,35,31,22,23,3
Texas Two Step,6,23,2016,20,19,21,28,32
Texas Two Step,6,27,2016,28,8,22,11,30
Texas Two Step,6,30,2016,33,23,14,18,33
Texas Two Step,7,4,2016,10,18,32,24,19
Texas Two Step,7,7,2016,31,27,8,34,5
Texas Two Step,7,11,2016,25,33,8,2,16
Texas Two Step,7,14,2016,17,18,19,31,17
Texas Two Step,7,18,2016,11,8,7,4,11
Texas Two Step,7,21,2016,34,24,33,17,12
Texas Two Step,7,25,2016,28,13,30,31,31
Texas Two Step,7,28,2016,33,8,16,20,2
Texas Two Step,8,1,2016,12,16,35,21,31
Texas Two Step,8,4,2016,12,19,30,28,23
Texas Two Step,8,8,2016,11,1,19,6,10
Texas Two Step,8,11,2016,9,16,24,26,31
Texas Two Step,8,15,2016,11,16,3,34,8
Texas Two Step,8,18,2016,24,18,30,26,29
Texas Two Step,8,22,2016,21,26,25,8,33
Texas Two Step,8,25,2016,25,23,8,21,30
Texas Two Step,8,29,2016,29,22,3,33,5
Texas Two Step,9,1,2016,29,15,19,28,1
Texas Two Step,9,5,2016,13,6,30,27,18
Texas Two Step,9,8,2016,23,26,12,28,34
Texas Two Step,9,12,2016,13,3,4,21,6
Texas Two Step,9,15,2016,4,3,17,15,21
Texas Two Step,9,19,2016,7,35,5,12,19
Texas Two Step,9,22,2016,30,32,20,4,8
Texas Two Step,9,26,2016,34,18,20,35,12
Texas Two Step,9,29,2016,24,8,32,7,5
Texas Two Step,10,3,2016,5,17,16,4,30
Texas Two Step,10,6,2016,17,33,26,27,24
Texas Two Step,10,10,2016,12,10,13,32,30
Texas Two Step,10,13,2016,12,2,17,10,34
Texas Two Step,10,17,2016,32,19,21,9,6
Texas Two Step,10,20,2016,19,31,22,9,24
Texas Two Step,10,24,2016,25,18,14,12,31
Texas Two Step,10,27,2016,25,35,33,28,9
Texas Two Step,10,31,2016,6,25,31,16,9
Texas Two Step,11,3,2016,20,33,28,23,23
Texas Two Step,11,7,2016,20,19,31,9,21
Texas Two Step,11,10,2016,7,17,2,30,13
Texas Two Step,11,14,2016,17,34,33,19,5
Texas Two Step,11,17,2016,19,29,12,11,14
Texas Two Step,11,21,2016,34,10,25,28,13
Texas Two Step,11,24,2016,11,18,1,23,16
Texas Two Step,11,28,2016,22,24,6,7,19
Texas Two Step,12,1,2016,32,17,3,1,3
Texas Two Step,12,5,2016,17,10,20,25,33
Texas Two Step,12,8,2016,5,31,32,4,32
Texas Two Step,12,12,2016,18,34,27,14,1
Texas Two Step,12,15,2016,31,21,19,22,7
Texas Two Step,12,19,2016,8,18,25,21,29
Texas Two Step,12,22,2016,33,17,20,15,7
Texas Two Step,12,26,2016,13,8,10,26,22
Texas Two Step,12,29,2016,35,10,27,29,2
Texas Two Step,1,2,2017,23,2,25,14,19
Texas Two Step,1,5,2017,10,31,28,11,26
Texas Two Step,1,9,2017,1,34,28,27,13
Texas Two Step,1,12,2017,9,14,16,10,2
Texas Two Step,1,16,2017,22,25,28,23,6
Texas Two Step,1,19,2017,6,19,7,12,31
Texas Two Step,1,23,2017,8,23,10,34,22
Texas Two Step,1,26,2017,23,3,20,27,30
Texas Two Step,1,30,2017,9,18,4,19,31
Texas Two Step,2,2,2017,22,6,32,27,14
Texas Two Step,2,6,2017,8,1,22,26,12
Texas Two Step,2,9,2017,11,17,1,10,15
Texas Two Step,2,13,2017,13,15,5,14,2
Texas Two Step,2,16,2017,12,34,6,29,12
Texas Two Step,2,20,2017,16,6,19,33,28
Texas Two Step,2,23,2017,30,23,18,5,30
Texas Two Step,2,27,2017,4,19,32,7,26
Texas Two Step,3,2,2017,27,14,6,18,28
Texas Two Step,3,6,2017,33,31,11,21,23
Texas Two Step,3,9,2017,22,7,32,35,32
Texas Two Step,3,13,2017,3,35,16,17,17
Texas Two Step,3,16,2017,21,16,4,22,11
Texas Two Step,3,20,2017,7,8,25,11,16
Texas Two Step,3,23,2017,22,5,34,20,1
Texas Two Step,3,27,2017,7,18,12,26,13
Texas Two Step,3,30,2017,15,16,33,30,12
Texas Two Step,4,3,2017,10,22,9,31,27
Texas Two Step,4,6,2017,32,22,11,29,22
Texas Two Step,4,10,2017,29,1,34,15,33
Texas Two Step,4,13,2017,26,21,35,18,9
Texas Two Step,4,17,2017,20,3,35,8,2
Texas Two Step,4,20,2017,25,16,34,14,31
Texas Two Step,4,24,2017,11,25,27,20,31
Texas Two Step,4,27,2017,5,33,19,34,5
Texas Two Step,5,1,2017,32,15,29,16,17
Texas Two Step,5,4,2017,30,12,34,2,18
Texas Two Step,5,8,2017,17,3,10,25,15
Texas Two Step,5,11,2017,33,28,7,24,16
Texas Two Step,5,15,2017,17,24,26,12,25
Texas Two Step,5,18,2017,11,30,17,22,21
Texas Two Step,5,22,2017,24,11,13,4,22
Texas Two Step,5,25,2017,4,2,34,31,9
Texas Two Step,5,29,2017,32,16,5,34,5
Texas Two Step,6,1,2017,31,2,1,32,1
Texas Two Step,6,5,2017,35,18,14,8,12
Texas Two Step,6,8,2017,26,12,18,15,19
Texas Two Step,6,12,2017,34,13,7,15,6
Texas Two Step,6,15,2017,19,32,23,35,7
Texas Two Step,6,19,2017,33,29,6,24,15
Texas Two Step,6,22,2017,12,2,20,27,9
Texas Two Step,6,26,2017,25,6,19,15,3
Texas Two Step,6,29,2017,17,33,25,13,6
Texas Two Step,7,3,2017,12,24,29,3,23
Texas Two Step,7,6,2017,16,20,34,6,17
Texas Two Step,7,10,2017,30,26,25,27,4
Texas Two Step,7,13,2017,24,26,22,27,8
Texas Two Step,7,17,2017,31,17,32,4,13
Texas Two Step,7,20,2017,16,27,28,20,34
Texas Two Step,7,24,2017,5,33,4,35,21
Texas Two Step,7,27,2017,17,22,1,4,5
Texas Two Step,7,31,2017,10,26,15,22,19
Texas Two Step,8,3,2017,33,26,9,29,5
Texas Two Step,8,7,2017,30,21,11,26,33
Texas Two Step,8,10,2017,21,10,6,19,16
Texas Two Step,8,14,2017,32,16,17,6,5
Texas Two Step,8,17,2017,26,5,33,25,19
Texas Two Step,8,21,2017,26,5,10,30,6
Texas Two Step,8,24,2017,1,21,20,16,31
Texas Two Step,8,28,2017,4,13,14,17,28
Texas Two Step,8,31,2017,26,3,8,25,22
Texas Two Step,9,4,2017,23,9,8,15,11
Texas Two Step,9,7,2017,32,33,1,16,4
Texas Two Step,9,11,2017,10,24,30,14,9
Texas Two Step,9,14,2017,9,29,16,19,23
Texas Two Step,9,18,2017,9,32,26,4,30
Texas Two Step,9,21,2017,30,14,18,9,1
Texas Two Step,9,25,2017,28,7,19,31,30
Texas Two Step,9,28,2017,15,7,4,23,27
Texas Two Step,10,2,2017,18,15,31,13,5
Texas Two Step,10,5,2017,5,21,18,2,31
Texas Two Step,10,9,2017,27,7,11,12,18
Texas Two Step,10,12,2017,8,9,26,15,27
Texas Two Step,10,16,2017,24,10,35,22,32
Texas Two Step,10,19,2017,19,35,29,2,24
Texas Two Step,10,23,2017,4,31,11,6,27
Texas Two Step,10,26,2017,25,10,1,3,25
Texas Two Step,10,30,2017,5,35,33,19,29
Texas Two Step,11,2,2017,7,2,10,19,20
Texas Two Step,11,6,2017,35,3,32,13,16
Texas Two Step,11,9,2017,15,24,19,26,24
Texas Two Step,11,13,2017,27,4,29,10,28
Texas Two Step,11,16,2017,21,17,12,10,17
Texas Two Step,11,20,2017,31,30,5,13,4
Texas Two Step,11,23,2017,13,1,5,10,33
Texas Two Step,11,27,2017,27,9,11,25,26
Texas Two Step,11,30,2017,21,1,5,8,18
Texas Two Step,12,4,2017,7,19,20,31,5
Texas Two Step,12,7,2017,12,25,26,14,31
Texas Two Step,12,11,2017,4,28,20,25,30
Texas Two Step,12,14,2017,35,4,16,23,25
Texas Two Step,12,18,2017,13,21,4,32,20
Texas Two Step,12,21,2017,25,26,20,8,11
Texas Two Step,12,25,2017,2,19,12,29,27
Texas Two Step,12,28,2017,6,7,33,19,30
Texas Two Step,1,1,2018,14,1,27,22,9
Texas Two Step,1,4,2018,27,35,18,17,28
Texas Two Step,1,8,2018,23,11,29,18,17
Texas Two Step,1,11,2018,4,18,29,15,33
Texas Two Step,1,15,2018,35,15,28,19,24
Texas Two Step,1,18,2018,6,31,2,27,20
Texas Two Step,1,22,2018,33,19,2,20,6
Texas Two Step,1,25,2018,25,19,33,29,7
Texas Two Step,1,29,2018,3,11,24,7,22
Texas Two Step,2,1,2018,19,4,7,14,34
Texas Two Step,2,5,2018,10,2,4,23,16
Texas Two Step,2,8,2018,27,22,16,31,26
Texas Two Step,2,12,2018,27,2,33,20,12
Texas Two Step,2,15,2018,25,30,15,1,22
Texas Two Step,2,19,2018,26,4,9,23,6
Texas Two Step,2,22,2018,25,10,15,8,24
Texas Two Step,2,26,2018,31,13,18,32,31
Texas Two Step,3,1,2018,11,14,19,16,16
Texas Two Step,3,5,2018,1,19,23,35,17
Texas Two Step,3,8,2018,12,35,15,21,9
Texas Two Step,3,12,2018,22,12,33,31,4
Texas Two Step,3,15,2018,34,5,8,18,18
Texas Two Step,3,19,2018,16,27,31,18,21
Texas Two Step,3,22,2018,11,22,30,17,24
Texas Two Step,3,26,2018,8,35,2,27,30
Texas Two Step,3,29,2018,18,6,24,20,12
Texas Two Step,4,2,2018,8,9,35,34,21
Texas Two Step,4,5,2018,9,2,21,10,21
Texas Two Step,4,9,2018,20,2,24,4,14
Texas Two Step,4,12,2018,31,17,32,22,26
Texas Two Step,4,16,2018,17,34,30,4,14
Texas Two Step,4,19,2018,13,17,12,29,20
Texas Two Step,4,23,2018,1,33,31,18,14
Texas Two Step,4,26,2018,34,18,16,11,27
Texas Two Step,4,30,2018,25,20,3,14,6
Texas Two Step,5,3,2018,13,6,25,31,5
Texas Two Step,5,7,2018,20,21,10,17,16
Texas Two Step,5,10,2018,22,7,11,4,18
Texas Two Step,5,14,2018,15,13,10,17,22
Texas Two Step,5,17,2018,3,10,7,8,8
Texas Two Step,5,21,2018,35,12,11,24,1
Texas Two Step,5,24,2018,33,8,18,1,22
Texas Two Step,5,28,2018,9,15,8,7,23
Texas Two Step,5,31,2018,1,22,31,25,29
Texas Two Step,6,4,2018,19,25,8,2,12
Texas Two Step,6,7,2018,4,13,22,1,32
Texas Two Step,6,11,2018,23,2,29,20,4
Texas Two Step,6,14,2018,25,5,4,24,9
Texas Two Step,6,18,2018,12,11,9,31,2
Texas Two Step,6,21,2018,18,30,17,16,19
Texas Two Step,6,25,2018,6,8,32,22,20
Texas Two Step,6,28,2018,31,23,5,15,23
Texas Two Step,7,2,2018,29,34,10,17,9
Texas Two Step,7,5,2018,10,6,22,28,20
Texas Two Step,7,9,2018,23,13,7,2,32
Texas Two Step,7,12,2018,6,3,19,18,21
Texas Two Step,7,16,2018,34,18,6,30,23
Texas Two Step,7,19,2018,24,10,28,13,17
Texas Two Step,7,23,2018,12,34,30,15,11
Texas Two Step,7,26,2018,1,33,13,3,15
Texas Two Step,7,30,2018,19,4,27,14,6
Texas Two Step,8,2,2018,1,23,15,6,27
Texas Two Step,8,6,2018,5,14,28,12,20
Texas Two Step,8,9,2018,14,26,19,6,10
Texas Two Step,8,13,2018,3,1,18,33,22
Texas Two Step,8,16,2018,5,17,1,4,14
Texas Two Step,8,20,2018,24,18,23,26,11
Texas Two Step,8,23,2018,18,8,7,10,15
Texas Two Step,8,27,2018,2,25,10,6,34
